status	platforms	file	case
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > approved long foreground shell run writes its heredoc without signal 9
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > ask fake Gateway exercises one-off and chat-created persistent subagents
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > ask keeps Kimi K3 as the default model with fast mode enabled
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > bounded MCP search selects and executes without model-managed pagination
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > bounded conditional guidance oracle distinguishes capabilities from ordinary prose
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > canonical subagent executes through the current parent MCP adapters
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > capability search ranks natural skill intent and keeps durable model-visible JSON exact after redaction
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > conflicting final tool name cannot inherit streamed arguments
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > contained instruction and skill links reach one ask request
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > content filter does not retry or offer route recovery
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > default ask fails length-truncated tool completion without executing or continuing
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > default ask recovers malformed serialized tool arguments through paired history
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > default ask stops a consecutive malformed argument loop
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > default fx ask recovers after an immediate peer reset
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > default fx ask recovers malformed serialized tool arguments
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > default fx ask regenerates an unstarted streamed tool after provider failure
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > default fx ask retries replay-safe provider errors before success
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > default fx ask returns output-limit failure without committing completed history
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > default fx ask starts fresh network pacing after explicitly timed provider retries
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > dynamic model-context values stay data
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > empty MCP capability search is terminal and does not broaden or execute
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > empty provider finish reason fails closed before tool execution
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > exact advertised skill location loads its matching root
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > exhausted retry budget pauses once and explicit continue preserves context
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > explicit skill reads remain repeatable after manual compaction
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > fx ask projects explicit permission mode on initial and continuing requests
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > indeterminate shell termination reports one truthful result without replaying effects
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > install result keeps skill instructions behind explicit skill calls
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > interactive context notices stay in Ctrl+O and survive long repaint
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > manual context compaction survives restart without changing canonical history
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > missing provider finish recovers across framing and content variants
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > model response budget stops at ten real requests
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > nine saved turns stay canonical while the next request uses bounded context
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > no-save ask sends status text with the process-only shell surface
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > no-save shell timeout returns a readable process-scoped replay handle
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > post-tool provider retry keeps recovery system provider-valid
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > project omission tool notices stay in Ctrl+O
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > project omissions reach ask notices and model context
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > provider error after streamed tool start regenerates without executing it
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > provider error finish reconciles without authorizing local tool execution
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > provider error preserves an executed provider result and suppresses its repeated identity
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > provider error without output retries same route before success
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > quiet HTTP 200 stream remains open through a valid provider finish
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > removed memory tool is absent and stale calls cannot touch persisted bytes
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > required MCP server advertises only its ready count before lazy search
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > same-batch edits refresh prepared filesystem proofs between mutations
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > same-batch writes refresh prepared filesystem proofs between mutations
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > saved SIGINT retains cancelled shell output for resume without re-execution
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > saved ask resume continues one chat-created persistent child
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > saved ask resumes configured model without process override
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > saved malformed recovery resumes without re-executing the historical call
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > saved shell replay handle remains readable after resume without re-execution
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > selected dynamic MCP review cautions with zero sends and clears exactly once
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > selected dynamic MCP tool rejects malformed trailing and schema-invalid arguments without a send
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > shell timeout prevents the default user shell from evaluating trailing statements
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > shell timeout reaps a descendant that escapes with setsid
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > shell timeout reaps env-cleared Bash double-fork descendants
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > sibling subagents start before either terminal result is awaited
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > skill and MCP tool-time context notices stay in Ctrl+O
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > skill progress distinguishes the main document from supporting resources
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > source context limits reach ask with workspace precedence, explicit skill chunks, and CLI off
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > streamed tool calls without finish reconcile without executing the uncertain call
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > subagent call waits for one terminal child result
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > suffixless stored result handle remains readable
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > text and JSON ask defer a newly scoped build target until rules are visible
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > text and JSON ask execute external reads on the first call
pass	all	gateway-stream-lifecycle.test.ts	gateway stream lifecycle > uncertain tool reconciliation refuses a second tool result
macos-aarch64=pass;linux-x86_64=skip;linux-aarch64=skip	all	mcp-auth.test.ts	MCP remote authentication lifecycle > MCP auth falls back to the private profile store when HOME has no Keychain
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > MongoDB-like REST authorization document rejects stored credentials
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > OAuth-authenticated MongoDB deployed session error reaches legacy tools
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > OAuth-authenticated MongoDB-like discovery reaches legacy tools
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > TUI cancellation interrupts an in-flight credential refresh before the MCP call
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > active subscription re-establishes with refreshed credentials
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > authorization response issuer mismatch names the response and preserves the trust boundary
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > cache_private_identity partitions or reuses the Tools snapshot after token rotation
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > cache_public_identity partitions or reuses the Tools snapshot after token rotation
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > expired refresh rejection does not send or replay an MCP operation
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > features resource cache orders public lookup before credential refresh
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > features_public resource cache orders public lookup before credential refresh
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > fresh TUI login persists, ask refreshes after restart, and logout revokes
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > fx ask isolates failed-server authentication from healthy tool search
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > fx ask reports an actionable auth requirement without opening a browser
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > interactive browser work releases MCP auth and catalog locks
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > issuer mismatch stays exact and reports the configuration override
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > legacy HTTP+SSE logout joins its reader and deletes stored credentials
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > legacy HTTP+SSE reconnects before a call when credentials enter refresh skew
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > legacy HTTP+SSE refreshes expired credentials before endpoint discovery
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > legacy Streamable HTTP 2025-03-26 reconnects before a call when credentials enter refresh skew
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > legacy Streamable HTTP 2025-06-18 reconnects before a call when credentials enter refresh skew
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > legacy Streamable HTTP 2025-11-25 reconnects before a call when credentials enter refresh skew
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > legacy Streamable HTTP logout closes its session and deletes stored credentials
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > legacy Streamable HTTP refreshes expired credentials before initialization
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > legacy refresh network work releases auth and connection locks
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > logout cannot persist an in-flight legacy credential refresh
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > logout store failure preserves the live server
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > logout without stored credentials preserves the live server
macos-aarch64=pass;linux-x86_64=skip;linux-aarch64=skip	all	mcp-auth.test.ts	MCP remote authentication lifecycle > macOS migrates MCP credentials to Keychain and logout deletes them
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > no-scope OAuth credentials survive reload and preserve an unrelated server
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > non-JSON authorization metadata is rejected before browser authorization
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > pending browser authentication keeps input responsive and cancels on exit
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > pending workspace authentication is blocked and logout deletes local credentials only
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > private feature catalogs fail closed when refresh after auth rotation fails
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > private feature catalogs rotate with authenticated identity without leaking credentials
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > private pagination restarts from page one after auth rotation
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > public feature and resource-read caches survive an unrelated auth rotation
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > rejected stored credentials report required auth without discovery fallback
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > required resource template authentication failure propagates before read
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > runtime retirement cancels an interactive authorization callback wait
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > scope escalation updates credentials without replaying a modern tool call
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > scoped HTTP authentication effects fail closed across authority changes
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > state mismatch rejects the callback before token exchange or persistence
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > subscription recovers from a scope authentication challenge
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > subscription recovers from a unauthorized authentication challenge
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > top-level MCP auth and logout complete without TUI or Gateway
pass	all	mcp-auth.test.ts	MCP remote authentication lifecycle > top-level pending workspace auth is blocked and logout stays local
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > /mcp add --transport http persists and reloads a remote server
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > GitMCP-like plain-text discovery error falls back to legacy initialize
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > MongoDB-like session-required discovery falls back to legacy initialize
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > RFC 6570 matches reach resource reads and near misses are rejected before send
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > TUI cancellation closes the in-flight HTTP response
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > cache_fresh uses the expected Tools cache snapshot
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > cache_ttl_expiry uses the expected Tools cache snapshot
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > cache_ttl_negative uses the expected Tools cache snapshot
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > cache_ttl_zero uses the expected Tools cache snapshot
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > deep feature metadata is rejected without crashing the fresh binary
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > delayed pagination preserves the first page absolute expiry
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > empty nextCursor is transmitted unchanged and completes pagination
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > environment-backed headers and bearer references reach modern HTTP
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > failed feature refresh retains stale snapshot and retries with a bound
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > failed subscription refresh retains the last valid stale snapshot
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > feature catalog TTL expiry refreshes the complete paginated snapshot
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > fixed-length json responses complete on one-shot connections
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > fixed-length sse responses complete on one-shot connections
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > fresh fx ask calls the request-scoped JSON fixture
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > fresh fx ask calls the request-scoped SSE fixture
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > fresh fx ask delegates unsupported input and output schema assertions
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > list invalidation before send rejects the frozen old tool
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > live Tools subscription coalesces a storm and atomically exposes the changed tool
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > matching final SSE response closes a held-open response body
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > mixed SSE delimiters complete across chunks without waiting for EOF
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > modern HTTP excludes tools with invalid header projection schemas
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > operation timeout closes a stalled request-scoped SSE response
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > partial subscription acknowledgement closes the listener and falls back to TTL
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > plain-text discovery auth rejection fails closed without aborting fx
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > removed resource and prompt identities fail before transport send
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > resource list-change storms coalesce to one complete refresh
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > server subscription cancellation is traced before TTL fallback
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > stale HTTP resource data never masks a cancelled refresh
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > stalled HTTP completion is deadline-cancelled
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > the TUI resumes a modern HTTP operation after validated form elicitation
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > top-level mcp add persists HTTP and a later ask calls it
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > typed Resources Prompts Completion and resource updates use modern HTTP
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > unexpected subscription acknowledgement filter closes once and falls back to TTL
pass	all	mcp-http.test.ts	modern MCP Streamable HTTP > workspace MCP expands static HTTP headers without changing profile syntax
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Clerk-like SSE initialization without a session remains searchable
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > HTTP+SSE captures scope challenges without replaying a tool call
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > HTTP+SSE cleans up when discovery is followed by a malformed message
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > HTTP+SSE rejects 2025-03-26 initialize version and closes discovery
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > HTTP+SSE rejects missing initialize version and closes discovery
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > HTTP+SSE routes bare-CR events without waiting for LF
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP 2025-03-26 refreshes Tools from its GET listener without reconnect
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP 2025-03-26 resumes by GET without replaying tools/call
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP 2025-06-18 does not interpret the 2025-11 URL-required error
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP 2025-06-18 refreshes Tools from its GET listener without reconnect
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP 2025-06-18 resumes by GET without replaying tools/call
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP 2025-11-25 polling resumes after an empty priming event
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP 2025-11-25 prompts retries only after the matching URL completion
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP 2025-11-25 refreshes Tools from its GET listener without reconnect
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP 2025-11-25 resources retries only after the matching URL completion
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP 2025-11-25 resumes by GET without replaying tools/call
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP 2025-11-25 tools retries only after the matching URL completion
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP accepts an omitted session and skips DELETE
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP completes a final POST event without waiting for stream EOF
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP reinitializes an expired session without replaying the failed call
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > Streamable HTTP releases local session state when DELETE is unsupported
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > TUI cancellation routes HTTP+SSE cancellation to the discovered message endpoint
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > TUI cancellation sends 2025-03-26 cancellation headers and cleans up
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > TUI cancellation sends 2025-06-18 cancellation headers and cleans up
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > TUI cancellation sends 2025-11-25 cancellation headers and cleans up
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > deprecated HTTP+SSE routes live Tools changes through its existing reader
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > fresh fx ask calls Streamable HTTP 2025-03-26 with its lifecycle headers
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > fresh fx ask calls Streamable HTTP 2025-06-18 with its lifecycle headers
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > fresh fx ask calls Streamable HTTP 2025-11-25 with its lifecycle headers
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > fresh fx ask uses explicit HTTP+SSE endpoint discovery and message routing
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > legacy Streamable HTTP captures scope challenges without replaying a tool call
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > legacy Streamable HTTP completes mixed delimiters without waiting for EOF
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > legacy Streamable HTTP keeps tools rejected by modern header projection
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > legacy Streamable HTTP rejects unsafe resumption IDs before GET
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > legacy Streamable HTTP uses typed feature flows and existing list-change listener
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > legacy list-change health reports an installed listener and lazy feature counts truthfully
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > stock SDK uninitialized discovery error falls back to Streamable HTTP initialization
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > stock SDK unsupported-version discovery error falls back to Streamable HTTP initialization
pass	all	mcp-legacy-remote.test.ts	version-scoped legacy MCP remote transports > stock SDK unsupported-version-string-id discovery error falls back to Streamable HTTP initialization
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > /mcp list renders complete secret-free health after releasing runtime locks
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > /mcp list reports a missing workspace variable without exposing config values
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > Ask preserves exact form values across local label collisions
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > Ask terminal-safes untrusted MCP elicitation display strings
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > Escape suppresses project MCP prompts only for the current process
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > MCP reload keeps queued input responsive and cancels a superseded candidate
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > MCP resource and prompt commands preserve protocol diagnostics
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > TUI preserves exact form values across local label collisions
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > TUI terminal-safes untrusted MCP elicitation display strings
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > a TUI interrupt cancels a pending elicitation without continuing it
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > a blocked write recovers before the next unsent runtime call
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > a failed reconnect leaves the remaining restart budget reachable
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > a queued stale tool cannot cross a recovered connection generation
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > a visible TUI elicitation pauses the server-operation deadline
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > catalog waits preserve operation timeout and cancellation
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > concurrent server recovery preserves whole-runtime tool-name uniqueness
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > configured MCP stdio environment overlays inherited process values
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > direct docker run servers are cleaned through the injected cidfile
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > failed MCP reload retains the callable prior runtime
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > feature MRTR is bounded at the pre-elicitation product boundary
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > feature commands recover a dead stdio server and report truthful health
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > feature tool results preserve resource and prompt protocol diagnostics
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fresh and resumed native sessions reconstruct MCP from the current profile
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask accepts the official legacy SDK Draft 7 tool schema
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask bounds startup timeouts and reaps every attempted child
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask calls the legacy stdio fixture
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask calls the modern stdio fixture
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask cancels a bounded stalled resource read
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask does not start an unused optional MCP server
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask performs one fresh-discovery restart without replaying the failed call
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask rejects invalid legacy Draft 7 arguments before transport
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask reports rejected workspace MCP entries on stderr
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask routes legacy stdio progress
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask routes progress and times out a stalled operation without leaking its child
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask skips pending workspace MCP and uses it after explicit trust
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask skips workspace MCP when profile choices are unreadable
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask stops restarting after the configured stdio budget
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > fx ask uses typed Resources Prompts and Completion flows
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > headless project MCP traces encode hostile server names on recovery
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > implicit MCP reload rejection preserves command success and warns that the prior runtime remains active
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > interactive fx ask can refuse a URL without launching a browser
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > interactive fx ask handles negotiated 2025-06-18 direct elicitation/create
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > interactive fx ask handles negotiated 2025-11-25 direct elicitation/create
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > interactive fx ask retries a URL browser failure without prefetching
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > interactive fx ask validates Unicode patterns, edits, and submits every form field kind
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > interactive fx ask validates and submits a modern MCP form elicitation
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > interactive workspace MCP stays inert until approved and retires after rejection
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > invalid-params discovery falls back through initialize and tools call
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > legacy stdio URL completion outlives the operation deadline
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > legacy stdio cancellation after browser consent never retries
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > legacy stdio consumes an unscoped Tools list change without modern subscription methods
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > legacy stdio ignores malformed URL completions until one valid matching notification
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > legacy stdio initialization walks down a bounded version ladder
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > legacy stdio prompts retries only after matching URL completion
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > legacy stdio resources retries only after matching URL completion
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > legacy stdio waits for every matching URL completion and ignores wrong duplicates
